編號,公告日期,品名,使用食品範圍及限量標準,使用限制
188,,"果糖硼酸鈣 Calcium Fructoborate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
189,,"硼酸鎂 Magnesium Borate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
190,,"甘油磷酸鈣 Calcium Glycerophosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
191,,"醋酸鈣 Calcium Acetate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
192,,"甘胺酸鈣 Calcium Bisglycinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
193,,"氯化鈣 Calcium Chloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
194,,"無水氯化鈣 Calcium Chloride Dehydrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
195,,"六水氯化鈣 Calcium Chloride Hexahydrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
196,,"檸檬酸蘋果酸鈣 Calcium Citrate Malate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
197,,"反丁烯二酸鈣 Calcium Fumarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
198,,"葡乳醛酸鈣 Calcium Glubionate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
199,,"葡庚糖酸鈣 Calcium Gluceptate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
200,,"戊二酸鈣 Calcium Glutarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
201,,"氫氧化鈣 Calcium Hydroxide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
202,,"乳糖酸鈣 Calcium Lactobionate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
203,,"乙醯丙酸鈣 Calcium Levulinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
204,,"蘋果酸鈣 Calcium Malate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
205,,"吡酮酸鈣 Calcium Pidolate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
206,,"焦磷酸鈣 Calcium Pyrophosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
207,,"矽酸鈣 Calcium Silicate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
208,,"乳酸鈉鈣 Calcium Sodium Lactate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
209,,"琥珀酸鈣 Calcium Succinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
210,,"硫酸鈣 Calcium Sulfate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
211,,"酪蛋白鈣 Casein Calcium (Calcium Caseinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
212,,"胺基酸螯合鈣 Calcium Amino Acid Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
213,,"氟化鈣 Calcium Fluoride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其氟之總含 量不得高於3 mg。","限於補充食品 中不足之營養 素時使用。"
214,,"甘胺酸鉻 Chromium (Ⅲ) Bisglycinate (Chromic Bisglycinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
215,,"檸檬酸鉻 Chromium (Ⅲ) Citrate (Chromic Citrate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
216,,"反丁烯二酸鉻 Chromium (Ⅲ) Fumarate (Chromic Fumarate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
217,,"戊二酸鉻 Chromium (Ⅲ) Glutarate (Chromic Glutarate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
218,,"HAP螯合鉻 Chromium (Ⅲ) HAP Chelate (Chromic HAP Chelate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
219,,"HVP螯合鉻 Chromium (Ⅲ) HVP Chelate (Chromic HVP Chelate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
220,,"吡酮酸鉻 Chromium (Ⅲ) Pidolate (Chromic Pidolate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
221,,"硫酸鉻鉀 Chromium (Ⅲ) Potassium Sulfate (Chromic Potassium Sulfate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
222,,"琥珀酸鉻 Chromium (Ⅲ) Succinate (Chromic Succinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
223,,"硝酸鉻 Chromic Nitrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉻之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
224,,"氧化銅 Copper Oxide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
225,,"依地酸鈣鈉 Calcium Copper Edetate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
226,,"醋酸銅 Copper (Ⅱ) Acetate (Cupric Acetate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
227,,"甘胺酸銅 Copper (Ⅱ) Bisglycinate (Cupric Bisglycinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
228,,"碳酸銅 Copper (Ⅱ) Carbonate (Cupric Carbonate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
229,,"氯化銅 Copper (Ⅱ) Chloride (Cupric Chloride)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
230,,"反丁烯二酸銅 Copper (Ⅱ) Fumarate (Cupric Fumarate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
231,,"戊二酸銅 Copper (Ⅱ) Glutarate (Cupric Glutarate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
232,,"HAP螯合銅 Copper (Ⅱ) HAP Chelate (Cupric HAP Chelate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
233,,"HVP螯合銅 Copper (Ⅱ) HVP Chelate (Cupric HVP Chelate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
234,,"蘋果酸銅 Copper (Ⅱ) Malate (Cupric Malate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
235,,"琥珀酸銅 Copper (Ⅱ) Succinate (Cupric Succinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。","限於補充食品 中不足之營養 素時使用。"
236,,"碘化鈉 Sodium Iodide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其碘之總含 量不得高於195 μg。","限於補充食品 中不足之營養 素時使用。"
237,,"鐵蛋白 Ferritin","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
238,,"膽酸亞鐵 Ferrocholinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
239,,"抗壞血酸亞鐵 Ferrous Ascorbate (Iron (Ⅱ) Ascorbate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
240,,"天門冬胺酸亞鐵 Ferrous Aspartate (Iron (Ⅱ) Aspartate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
241,,"碳酸亞鐵 Ferrous Carbonate (Iron (Ⅱ) Carbonate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
242,,"氯化亞鐵 Ferrous Chloride (Iron (Ⅱ) Chloride)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
243,,"檸檬酸亞鐵 Ferrous Citrate (Iron (Ⅱ) Citrate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
244,,"葡庚糖酸亞鐵 Ferrous Gluceptate (Iron (Ⅱ) Gluceptate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
245,,"無水葡萄糖酸亞鐵 Ferrous Gluconate Dehydrate (Iron (Ⅱ) Gluconate Dehydrate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
246,,"戊二酸亞鐵 Ferrous Glutarate (Iron (Ⅱ) Glutarate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
247,,"甘胺酸硫酸亞鐵 Ferrous Glycine Sulfate (Iron(Ⅱ) Glycine Sulfate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
248,,"蘋果酸亞鐵 Ferrous Malate (Iron (Ⅱ) Malate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
249,,"草酸亞鐵 Ferrous Oxalate (Iron (Ⅱ) Oxalate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
250,,"琥珀酸亞鐵 Ferrous Succinate (Iron (Ⅱ) Succinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
251,,"單水硫酸亞鐵(乾燥) Ferrous Sulfate Dried (Monohydrate) (Iron (Ⅱ) Sulfate Dried (Monohydrate))","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
252,,"酒石酸亞鐵 Ferrous Tartrate (Iron (Ⅱ) Tartrate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
253,,"甘油磷酸亞鐵 Ferrous Glycerophosphate (Iron (Ⅱ) Glycerophosphate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
254,,"無水硫酸亞鐵 Ferrous Sulfate Dehydrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。","限於補充食品 中不足之營養 素時使用。"
255,,"醋酸鎂 Magnesium Acetate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
256,,"天門冬胺酸鎂 Magnesium Aspartate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
257,,"甘胺酸鎂 Magnesium Bisglycinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
258,,"碳酸鎂 Magnesium Carbonate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
259,,"氯化鎂 Magnesium Chloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
260,,"檸檬酸鎂 Magnesium Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
261,,"反丁烯二酸鎂 Magnesium Fumarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
262,,"葡庚糖酸鎂 Magnesium Gluceptate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
263,,"戊二酸鎂 Magnesium Glutarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
264,,"甘油磷酸鎂 Magnesium Glycerophosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
265,,"乳酸鎂 Magnesium Lactate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
266,,"蘋果酸鎂 Magnesium Malate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
267,,"吡酮酸鎂 Magnesium Pidolate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
268,,"琥珀酸錳 Magnesium Succinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。","限於補充食品 中不足之營養 素時使用。"
269,,"甘胺酸鎂 Manganese (Ⅱ) Bisglycinate (Manganous Bisglycinate )","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。","限於補充食品 中不足之營養 素時使用。"
270,,"HAP螯合錳 Manganese (Ⅱ) HAP Chelate (Manganous HAP Chelate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。","限於補充食品 中不足之營養 素時使用。"
271,,"HVP螯合錳 Manganese (Ⅱ) HVP Chelate (Manganous HVP Chelate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。","限於補充食品 中不足之營養 素時使用。"
272,,"鉬酸銨 Ammonium Molybdate (Ⅵ)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
273,,"甘胺酸鉬 Molybdenum Bisglycinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
274,,"檸檬酸鉬 Molybdenum Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
275,,"反丁烯二酸鉬 Molybdenum Fumarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
276,,"戊二酸鉬 Molybdenum Glutarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
277,,"HAP螯合鉬 Molybdenum HAP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
278,,"HVP螯合鉬 Molybdenum HVP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
279,,"蘋果酸鉬 Molybdenum Malate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
280,,"琥珀酸鉬 Molybdenum Succinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
281,,"鉬酸鈉 Sodium Molybdate （Ⅵ）","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
282,,"硫酸鎳 Nickel (Ⅱ) Sulfate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎳之總含 量不得高於350 μg。","限於補充食品 中不足之營養 素時使用。"
283,,"磷酸氫二鉀 Potassium Phosphate, Dibasic","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其磷之總含 量不得高於1200 mg。","限於補充食品 中不足之營養 素時使用。"
284,,"磷酸二氫鉀 Potassium Phosphate, Monobasic","1.形態屬膠囊狀、錠狀且標示有每日食用 限量之食品，在每日食用量中，其磷之總 含量不得高於 1200 mg。 2.本品可於特殊營養食品中視實際需要適 量使用。 3.本品可於適用三歲以下幼兒之奶粉中視 實際需要適量使用，且最終產品之鈣磷比 需在 1.0 以上，2.0 以下。","限於補充食品 中不足之營養 素時使用。"
285,,"磷酸氫二鈉 Sodium Phosphate, Dibasic","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其磷之總含 量不得高於1200 mg。","限於補充食品 中不足之營養 素時使用。"
286,,"磷酸二氫鈉 Sodium Phosphate Monobasic","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其磷之總含 量不得高於1200 mg。","限於補充食品 中不足之營養 素時使用。"
287,,"硫酸鉀 Potassium Sulfate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉀之總含 量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
288,,"二氧化硒 Selenium Dioxide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硒之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
289,,"檸檬酸硒 Selenium Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硒之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
290,,"HAP螯合硒 Selenium HAP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硒之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
291,,"HVP螯合硒 Selenium HVP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硒之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
292,,"半胱胺酸硒 Selenium Cysteine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硒之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
293,,"甲硫胺酸硒 Selenium Methionine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硒之總含 量不得高於200 μg。","限於補充食品 中不足之營養 素時使用。"
294,,"矽酸 Silicic Acid","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其矽之總含 量不得高於84 mg。","限於補充食品 中不足之營養 素時使用。"
295,,"二氧化矽 Silicon Dioxide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其矽之總含 量不得高於84 mg。","限於補充食品 中不足之營養 素時使用。"
296,,"HAP螯合矽 Silicon HAP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其矽之總含 量不得高於84 mg。","限於補充食品 中不足之營養 素時使用。"
297,,"HVP螯合矽 Silicon HVP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其矽之總含 量不得高於84 mg。","限於補充食品 中不足之營養 素時使用。"
298,,"偏矽酸鈉 Sodium Metasilicate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其矽之總含 量不得高於84 mg。","限於補充食品 中不足之營養 素時使用。"
299,,"矽樹脂 Silicon Resin","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其矽之總含 量不得高於84 mg。","限於補充食品 中不足之營養 素時使用。"
300,,"氯化亞錫 Tin (Ⅱ) Chloride/ Stannous Chloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錫之總含 量不得高於2 mg。","限於補充食品 中不足之營養 素時使用。"
301,,"偏釩酸鈉 Sodium Metavanadate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其釩之總含 量不得高於182 μg。","限於補充食品 中不足之營養 素時使用。"
302,,"檸檬酸釩 Vanadium Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其釩之總含 量不得高於182 μg。","限於補充食品 中不足之營養 素時使用。"
303,,"HAP螯合釩 Vanadium HAP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其釩之總含 量不得高於182 μg。","限於補充食品 中不足之營養 素時使用。"
304,,"HVP螯合釩 Vanadium HVP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其釩之總含 量不得高於182 μg。","限於補充食品 中不足之營養 素時使用。"
305,,"硫酸氧釩 Vanadyl Sulfate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其釩之總含 量不得高於182 μg。","限於補充食品 中不足之營養 素時使用。"
306,,"甘胺酸鋅 Zinc Bisglycinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
307,,"檸檬酸鋅 Zinc Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
308,,"反丁烯二酸鋅 Zinc Fumarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
309,,"戊二酸鋅 Zinc Glutarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
310,,"甘油酸鋅 Zinc Glycerate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
311,,"HAP螯合鋅 Zinc HAP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
312,,"HVP螯合鋅 Zinc HVP Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
313,,"蘋果酸鋅 Zinc Malate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
314,,"單甲硫胺酸鋅 Zinc Monomethionine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。","限於補充食品 中不足之營養 素時使用。"
